Id,Price
15235,181127.70197168321
902,269376.6825870606
8932,194901.4432457334
16469,362566.2383863902
2825,227790.9643682123
6450,374069.6921759849
11366,180109.83301965127
3801,356292.3210286834
11385,192850.06092559645
1079,184543.59966621353
3202,248541.99593753254
676,223964.0167687505
6185,275568.4543231611
7730,174518.48468345305
2573,180155.83277057493
10978,199876.84667650377
10962,280121.4909734421
8870,196024.11593547108
8496,177916.89575090026
5517,167414.82992205367
927,176100.18360739906
13675,185357.52022019133
1499,223955.4154243624
15536,295954.83101809747
8602,315629.5904428035
12137,391025.56981442106
9865,244510.71461494107
16353,241817.2449744941
15908,205615.21295310394
3944,204575.03409348294
10359,195565.4895113965
15158,204602.09436772316
3259,233582.30829924069
7220,323859.7316904828
13843,207109.28003929916
16736,189560.17380946298
702,249974.70318076725
16401,201163.51487260562
12134,206594.32238170717
6918,227754.9405016953
11792,124986.47227577078
3798,170073.746269906
10395,131685.2682884473
11099,166843.8739340343
7090,202879.62100069984
11260,198400.97905603412
9647,227005.70659818302
2903,327709.63731552736
2071,207305.4020572688
8604,210269.702749409
9346,213547.40885373845
3945,205783.88143858116
3420,139092.09088550063
10842,128006.137338293
725,170520.8485466356
13931,199642.58297795334
16330,238976.25615877786
9066,372911.87109334726
3326,332278.85199560924
1556,254550.21439273574
6579,113576.37839336951
13877,185035.75667218256
9857,348883.9284594131
7302,247864.51910104687
5684,176382.2349055564
6513,240246.12598913923
11342,118044.6670016982
16561,232665.86823533187
6885,193351.10179327306
9308,171952.12658696552
2559,192224.9280315146
6648,179160.85858974315
15260,175314.84338900953
5113,175313.44063356446
16492,191077.0001809839
12034,262536.64211428846
7248,213052.62477685194
2171,224056.5125682146
10594,156697.83911208133
13241,191997.4930104984
7032,155845.31290095174
4884,170934.4845518297
903,209295.11775100688
162,168556.9371539206
6566,273989.40877745434
8249,135726.628467938
13106,217051.62486132848
256,127641.72876725392
7976,177873.57728128397
8575,184749.3687611058
7591,290284.1267073886
3204,227785.8993425534
15804,187703.15887863457
1525,344464.08821590187
9038,197779.5350606021
13628,197169.4805893043
10016,197608.09063453795
10208,220396.78071483763
2008,202180.98018811914
13029,214288.90126403488
5099,128273.16938749548
9923,331181.7291718197
9461,124806.71743744177
11086,194184.02772736156
15057,262327.3206318606
10689,185232.6199769714
2053,217292.96474865804
16630,164629.0882958517
4985,177711.02424624067
13881,258024.38173460483
13225,192392.90784587938
5779,83873.26921842434
10262,181391.48429988223
10762,218551.17245062595
9513,178997.45413730538
11128,187608.1062955132
2074,297124.08635036065
933,196736.85788224463
2780,184173.72847933148
6594,116296.4487124677
15394,286247.61463830643
14863,153369.2195523781
6698,224790.69036200503
1611,266408.2695003173
174,193487.3890370047
5160,267744.96547468635
3295,287097.3342634667
4559,343942.2561137776
8254,173129.47522222754
10228,116053.49987013564
13924,152478.5508616741
15341,235878.04346079388
4353,179952.10834674255
4334,93798.49128225075
1872,184756.90398748906
7823,168692.7706711754
310,159059.4372359808
3704,229089.76062749868
11615,253632.13098243272
6605,215428.7916736166
3381,178498.3406708065
2143,144754.65514580984
3191,266696.7339444762
13980,128673.62892259388
15613,170495.4704509628
10943,261500.17266156132
9654,192539.5775518162
16053,410471.4657647626
14931,224374.02446657702
8299,234006.75646459963
2147,177588.7373556148
11567,369416.33474515897
5905,137988.75320782373
11160,130362.53889483563
8275,149265.78455420706
16398,234308.85473328916
11229,203559.83523797384
10309,167077.73875408864
7340,243440.32504221602
7653,187926.93763483872
272,206742.95096001102
9831,217924.3380688361
5016,153587.4788393979
5968,91621.05587166868
796,230675.7229978461
12123,124895.08393521988
16629,184556.35966855756
2637,169116.118255964
6194,186831.7684231716
6216,311217.9681438687
14346,178687.76675326057
6428,152554.53318059345
2891,207941.5837126519
84,172305.77150106884
9260,227410.44653021
15250,157073.48861679275
2348,194685.02965821567
10427,254505.43539249524
13230,228322.7117473205
1691,196981.6620686958
8803,130381.29432802793
5464,268522.6797075847
10559,118319.48801744435
16787,338426.86737357586
4278,165905.14820942053
6183,192431.7463731626
12775,174866.5349053732
10104,177311.7589577356
13663,201105.73466230827
9404,257977.1327104212
14724,201069.48042984423
10040,191846.12620609385
4646,189840.61243596123
4754,155331.86209675524
3310,215969.885749547
2003,190706.77719067747
7312,178228.9896999539
10921,239236.45719423977
13419,278617.59042688424
10105,159358.14479661995
2196,371947.70288490306
12659,234114.90450430324
4380,221761.28909619
10847,156864.7161532331
10805,248065.7295000818
8709,104491.87165724949
8319,182277.1545166934
2215,199545.62814537427
7000,180821.55008099024
7701,114426.00729289332
9678,212584.70830746935
14026,189392.83330985438
7971,175802.0171611015
13734,151300.7619590521
16483,200731.9357731352
6150,206662.73700506313
2931,257491.48513552558
5418,193128.64017579213
1662,384596.6990932871
2441,213918.01451519108
669,159701.8162176063
7734,182353.06626905393
6010,248867.63554367094
266,138439.74247428367
632,135614.55346494843
16221,151495.7691220607
11832,177233.6144981881
5035,129566.82092576333
37,123542.28486515245
6168,197796.8572329329
11757,199097.7364018114
8086,149401.46968537822
6529,223062.76795170183
15121,192587.61589309294
13904,144646.79745431116
3711,183455.15385261437
16563,152469.8908060691
14494,206663.12769374886
3006,211762.74161402704
15299,132524.9700737941
92,289170.179321242
8066,171918.416227883
16071,196020.48422224217
10662,174989.49774412194
3883,226895.84619539315
5511,148669.4221906878
2821,317616.156953222
9570,197250.28927820723
4326,252517.26159287913
9251,234804.60920259907
9031,199752.45598817753
12689,195669.2322798297
16380,221852.41533852293
1053,230446.4557667914
4568,189803.808123969
16140,121118.78047980201
14356,368772.601243848
8466,183407.53713545817
15652,163896.35751788365
3285,127373.32528271459
3198,167848.59875793604
14088,405285.5511409802
2268,142558.1469810944
15472,214524.43729377098
1203,302368.38578261976
7157,344760.37462648767
6886,205437.45102187846
5083,248179.99959035727
7467,125324.92374516078
14068,206971.4950815086
2080,197549.2771145855
10865,145949.68915900285
13516,173337.1405854082
14150,202964.3157367222
7609,123390.4458520787
2144,403121.9744581627
10357,208439.88522860128
2396,226712.96269537453
1526,384770.8616690563
10890,226234.34244882743
8638,386605.94045521563
6050,252048.73149370606
7639,119769.04211961801
10544,191259.08931811876
9577,238948.64831118874
13195,211455.23886735737
3484,221330.15705448776
16668,395196.4127957142
7171,180301.87381451798
8547,216007.71948804506
12735,232253.05295267404
9093,189706.29613972193
15323,221989.81143427844
14897,153975.282318525
5135,155796.15980738186
5327,234382.69924350476
13133,239494.41127067877
1676,241940.3565841645
16296,249690.09859169158
1095,151849.35087395218
12528,155348.6573563163
7348,245831.44609721296
11663,173973.91255194123
1803,211042.75596776992
1510,244003.01896737935
16045,183300.53750971128
2900,155058.4444714921
3236,195129.90126662538
1318,270182.9184235761
14948,216779.61181408184
7840,331765.61058982875
15325,196204.11484274286
8700,186524.0165044645
15706,197472.23163840783
14449,172066.59884250004
16117,190990.41708727868
4529,189598.92447003676
11199,193823.3542018417
4052,245529.16811413484
821,202863.97205801707
68,220819.94637253354
554,122792.63919854158
452,196067.4687698401
11394,256313.40323480853
11393,189365.07531280397
9535,150675.79610390737
4024,179790.8425766733
10069,217797.75814433987
12007,163690.76275876517
12368,365313.3407348043
1259,327180.0391005792
1124,295550.641778682
3707,187646.56650979855
8767,170255.40382594074
1919,168571.8725793044
16741,165829.70796729426
6664,254240.67285345364
5688,328627.8186182975
7799,168875.0791625418
14843,278225.2413676936
7532,160235.00680768752
8133,152251.0195921131
6264,343696.3936123501
4125,162868.67576053928
2410,195126.34953616472
13607,221822.62145291895
1716,261499.6495789875
1370,135551.31493670965
2273,359154.8582243236
15298,355063.2513775142
4284,226625.28539716318
12303,172255.810845758
7808,147990.66330902054
2203,138982.5477311164
7237,129481.69123280523
15864,173070.82631463613
2844,189480.44874777
5729,171930.11181918226
11812,295594.68215865025
1779,170658.18230263673
6442,156955.39989892626
6160,204569.83598076983
8266,212399.9735914655
9903,159869.63642723148
2867,136494.85387184628
6998,178635.03086133636
13932,178651.38413747074
12587,169178.49673193207
3611,225231.41012410994
2646,285522.2241934937
1890,171804.44293583892
860,241724.92268171188
14187,204872.38545722503
12569,285156.97082451516
1276,127083.33783748507
12025,190221.25734651432
4890,327932.2183885822
14410,270669.600010404
10352,323920.40008487046
11407,218092.3863168921
10384,171148.07367703837
7622,267673.2365892658
12578,179691.92705917274
15820,169833.85415709676
563,198236.71234454226
15226,164707.33777445278
6396,211371.40829750785
6247,143472.1877422894
3339,160454.98637785454
10975,260206.28526219423
7475,109526.0608509231
11129,187450.60581651647
3051,272610.10600006056
10232,253455.2564369726
14106,185024.92003113768
5502,215232.34599531762
4558,93307.35612003223
4181,147357.36066379581
8426,126218.71590199794
6611,192441.43470678557
14641,164465.58228849835
15539,252643.20274233576
13119,153702.69647309676
11716,176706.64557983575
7316,231990.59641260968
7791,122942.16071291755
13034,347248.2670206855
1068,319490.9444644822
4060,186583.07287298155
10172,205932.49612892122
2591,195379.50908349085
12494,348569.8774904455
7828,289467.28477991006
15284,171685.81099157754
7947,171711.86443672318
16335,206089.41421000057
10234,354657.83886676445
2797,259023.81583645142
5341,241838.95498973344
3059,270487.5520002275
1559,91600.74101403
15320,243712.29373436977
10284,357627.9038061019
4134,222585.23307536668
4481,229801.26170513374
7222,196353.81985628037
4062,216463.32579395588
2192,195825.5318357208
9637,192308.5612378669
16236,167476.24831476517
4272,166595.5378927249
9406,282222.44088857307
14309,218890.0352144419
1946,325782.3479525445
16235,233795.59982985532
7146,171650.3754111442
16784,233103.4065401855
349,345226.279960657
6251,176357.45603287866
5128,358128.94276328635
11718,180744.22437424166
16721,103841.83583369711
12517,222233.52564840124
15961,199497.46369950232
9428,166651.8411176208
14541,154896.06862949228
10168,129967.76581909547
11270,176830.96922054022
13210,243054.75998496407
11518,179652.93511323247
12612,186586.93860411484
16352,125413.28433886549
9935,141684.10031968815
15521,248801.9274508924
11482,191290.17721685814
11443,177997.76274839754
9459,242402.9379285123
9218,172617.63028293158
854,140816.68143126127
5619,150287.5571509346
9208,173916.08265519017
4391,141262.33489370745
15207,163627.77939602995
7183,187350.11506954816
16442,215593.05715514516
7936,104737.87256788621
10606,395071.08451317536
4979,163387.55481539876
4854,246904.09144419248
16476,127806.49131298195
10516,165089.40144472526
16261,243533.47230695022
90,366976.5042879081
5433,178888.970736412
14338,151391.81119740583
13487,274706.85851978476
8211,365316.0823138045
170,143877.7361796232
14051,119245.89653408706
10686,194954.28970383588
7595,250168.6609569398
6777,339584.1043595288
14661,180438.52044610117
13991,339430.0641858783
16795,182327.99607324964
2740,126576.94852671828
7368,261019.6171223673
2413,237373.53750205287
1852,411462.4756456436
15200,408528.90418402426
8467,336541.98728212103
16379,234404.0490217628
3375,196304.39162044486
5945,404347.92902854877
2641,192198.08135669338
2837,344734.98186221777
3498,235409.42844922838
10876,171045.4254033145
1285,211076.21632563396
9285,212086.24901917958
4015,327737.65266135376
2526,174082.50887483073
7814,194246.070326497
7117,244275.57645843178
12359,133476.4208189951
3303,303344.0017627063
13874,182590.5440794198
5484,187864.7515720343
15067,171144.01878867377
12639,201900.83550127418
3388,226593.6421972531
4256,181748.5450415972
15738,194762.99064592013
14049,187600.76483231087
15780,190350.76158878786
9564,179259.9990590552
11910,206430.5792527754
11315,234954.2246439504
1733,162866.07617367475
3910,270856.3966998277
7552,392405.42047424364
254,199952.7748548997
5222,208599.51277705867
8314,222479.0265059441
16743,203076.32659516323
10335,139332.18623119683
8226,318983.48711987917
12254,189831.6868587846
13152,219968.32799285947
15020,199038.41928496296
16349,221659.83356259123
11924,160552.60001292953
12543,184341.75633346415
14114,218385.28130393793
12318,247241.36781574207
15383,193349.86680193455
6679,197418.2232292735
635,177381.45561364663
15993,272973.76476278534
11375,188614.46680598086
11216,199825.43734629624
15401,215618.2147110213
11301,150286.0533351863
13804,250422.25079070037
10839,204473.20582377008
1588,342158.17147989717
3596,191461.85959938302
5816,180111.93741247547
8099,143925.70558925965
6551,205795.91612679657
14075,413697.7594049247
13431,196227.2577464706
9481,275634.35694986675
5295,170101.98267848569
15859,360683.5447628806
10634,336203.3260309908
444,205341.08612682755
11686,242730.5247385765
1213,206864.90676900465
13970,217230.1861827981
6849,324390.6518651662
9911,207659.2185801708
5649,151892.83598934574
7184,248105.418761816
5877,278765.6844257601
1655,205144.51922178734
15301,207113.93059563034
12389,241868.2545662197
5241,257076.01390677431
7048,166145.15701917038
10574,136436.19281654994
8593,153117.29942849453
4752,179318.4737958865
14663,182368.4072546773
10994,231061.7353887497
87,99995.95129281617
5132,128384.93587143546
6372,418284.42960486375
7411,253140.97555983436
3319,225108.8975543256
9355,133204.2693291003
5139,244377.94245101482
56,240491.6040187593
3249,163346.16208921984
5047,98356.8073780791
13238,240423.91899808854
2190,343386.32923381304
15599,182393.89718733693
6542,167376.4661301638
1968,228464.8525776705
5630,200133.64263894132
9157,271985.48052836163
789,181545.155043966
1413,274368.10986626736
12514,226461.58436553626
13459,148250.00869649657
1345,214462.89807556506
4034,217446.07259637394
15169,155793.37978636322
6770,218448.41975725492
3334,170092.61753903728
12998,169673.97899631617
15870,228323.47705786474
1871,149889.72919971953
5770,165704.32451612884
13196,161161.0335155302
7633,194030.64260465535
10699,202219.8696103638
15470,192357.27007584047
1903,431059.0525191337
13860,208225.366780761
7649,186041.85674685932
11043,204891.60236426644
2922,204931.86472871256
7538,275639.2589875088
9477,127250.64747624332
117,404302.3082486332
1457,240437.49360777065
7082,174197.97039879902
3053,246828.69111180847
12522,121002.2246614042
5744,387235.292645945
13566,345887.71528261015
1464,129209.180809311
3852,136249.9184391165
9557,215269.30008714806
14719,374898.88754064206
13978,155274.79853143296
3286,160868.1666338777
13019,359005.0713376091
1421,180196.02851318553
13502,184166.71919505508
14811,141207.8701582289
9297,281889.1409094271
7749,376329.56247945846
16555,144176.45619233756
14576,184177.347284882
12766,150275.58669818987
4679,179013.7498236831
10033,189528.51428898535
11231,218584.35554280173
15112,164755.85615080103
10617,181777.21240533498
2175,168542.7735141324
16502,432227.6321923832
10106,182138.26800958667
12561,166212.43375697418
15907,243543.48681161177
8069,124895.95553108481
8316,127712.95608359617
12343,238087.27980218898
12092,164742.4247306719
1527,176076.34402491892
10010,288411.1341092038
655,114908.32511840736
10549,155214.95797594907
3248,118224.51534531802
13499,236948.97718444612
14959,192290.20119732447
6070,162253.7885906714
11360,301585.74963324354
12102,201925.95390559026
11870,338747.3623613417
3713,115445.88599653028
3230,157950.76278260196
7742,230132.330840548
15092,331653.43446387263
8728,260131.84034420794
3386,157481.00629503225
9409,149179.37985989283
16545,245951.96675248575
3127,171064.2606931256
11344,174075.93496410066
2112,220120.16505487217
7310,205014.68222271893
6313,221605.79204420184
3681,369977.5123363655
5114,344746.39289483824
270,160670.3497184885
14350,181283.7548942168
12223,344988.5450714748
1066,202768.13470000625
16116,292194.5981969871
11410,422452.4754234711
4088,168681.97618497408
5956,184559.53989726858
14669,170182.46498033742
13871,137336.054032198
4126,222442.23637696376
12114,237620.06097260595
16607,155077.5213360214
4266,216301.50803090612
13518,196236.26735084128
11856,309307.11378323636
3885,215675.3797761121
8891,141270.60108981983
4964,164733.28825744483
7696,190091.4259673112
6894,176318.33426251254
9766,166040.24282927802
4800,170416.8052358402
2840,193095.75990254022
4743,173731.04539030607
13562,394140.30271294195
8301,197485.8406094912
5405,173557.9957936817
1535,188927.4846483683
9073,127882.47501344304
1698,346531.08852709166
12262,242649.94245163875
6794,179549.13440706916
12701,181050.1289325852
8432,207911.1265420916
13540,147912.00733793288
8629,170232.82188848357
1440,194812.85456719896
8596,202074.76538657612
9575,260883.2738165899
14976,118548.59285597898
3149,204685.3193862328
5157,182069.8869932858
10748,177604.20296742403
9719,349752.56141902617
6376,176280.6019747687
9733,177240.79830188933
4749,243661.59874752015
4994,360223.0803770595
538,189890.4713114431
5512,146770.5781461708
9778,170756.6319387214
9761,149055.48205012624
3174,387704.4375385554
13429,204478.7436545732
10467,91228.42995575743
14129,192117.51391423368
13608,246121.86741134588
11106,161942.9632374752
12048,179293.50792227403
1054,376862.6270416377
3582,221072.86859419916
1566,157882.09190422736
11529,158692.9732866515
11859,153932.47329322534
10582,144269.3154519535
14907,426615.4859175081
14039,167738.57228806952
10489,194634.3304806761
3331,335128.3640200746
10153,231157.22648973018
5271,172682.56459518682
11871,331909.45275748504
776,144435.40429480845
3994,148682.4650841381
9433,91493.11771086244
14275,145084.87320683216
8030,253983.02609062308
8169,261342.3085282847
8053,179190.18933205382
4822,228661.1206341117
13197,225529.64323934782
13634,220979.86733500817
8951,204235.42007836688
12176,244337.64659920786
15471,154965.40586288457
14962,143576.61721204832
12512,123318.51746721285
8697,410476.35554559855
7095,237672.9586920579
13639,211561.93330644423
16660,179246.0520721547
5848,143796.58874352777
5386,188186.47144289513
10880,267822.9477517285
3954,179403.9962118876
13426,289476.1880314301
5966,199049.66257437554
16315,340639.94714042504
7455,160505.52886390028
11071,238795.6722360245
14740,206434.18723328412
16087,188059.36787861417
8931,268866.1232610847
15289,188959.3424441813
16089,275772.6199301696
12128,183995.80438053852
4724,218735.5933283114
8585,197453.98899846667
7188,207205.24309374692
5423,189242.04638707454
10488,208130.66384411723
5980,222054.4986325268
8376,208205.41818412178
12397,141143.16693371485
16496,186326.56268684947
4891,237239.72969318784
9710,159911.27971291324
6339,161014.96490564744
244,200365.59385354002
5002,233392.94340783198
5358,185018.10418628834
7636,157070.4172688345
9361,330623.5489170469
3601,148537.56986259486
15755,166873.3719448737
172,185272.05071151265
3037,290826.1127155694
577,256847.54217761577
3607,194634.4947398973
2515,129951.9024903991
10413,160277.9353323249
10511,238995.48860013945
4637,381444.6456135991
12736,305643.55087738065
9534,228504.6243487756
11641,234236.8227440515
10419,236009.58681715291
15313,180514.9922243193
14915,193656.86498418867
12409,368389.95534445817
9405,129092.23926172216
14066,215885.88429662876
14108,177121.7674986942
11931,241257.98926149626
11464,286281.1278972132
926,151248.1650210451
11190,214269.3629072406
10260,183153.9246174041
12712,211433.6714216469
1234,208934.6495702203
11608,118277.78767823741
3776,240574.6894160389
4881,194793.42667032237
10266,180020.53089635502
3262,246258.56842387846
3576,367480.487455384
16604,399538.81033680984
8041,186302.30629843604
10691,231298.75911744998
8357,184743.9005503486
11661,156937.45517920525
4453,227642.17253754736
15936,213955.7155136834
8463,243836.89102886274
15770,219592.99061132458
466,175007.36808980373
14965,97156.14594289716
11227,184044.06332352935
9894,287025.2475685467
11746,208154.79623824923
4118,146182.51663219716
756,354023.4533704514
15589,163589.61817205016
109,317315.39041416085
5778,212621.9075422268
1731,113661.25335095897
3450,161116.17271489135
2961,196191.95955733044
222,171763.58577587083
11454,394524.87474096107
7339,184950.73077374566
12096,115817.22776034268
14074,199794.42242318654
4058,445666.7187557
6603,250160.19813218317
3289,126775.81123275924
16681,259019.65059854006
8200,336347.11159417016
3343,326960.22784727975
7802,188278.45001592094
2082,381229.3760160486
217,241655.97180113473
1720,193606.4934389281
7224,256693.14791301536
6176,142160.6728635567
12571,229774.7221216388
16666,244028.53848719326
8908,212401.1322573911
6914,195368.05302990615
5428,184264.1095346156
381,179977.66740352073
3991,182774.05954802563
16365,260703.92435074708
1046,224303.89163966634
391,158949.72450634986
9212,296501.59009996714
3022,179378.36326654704
9961,128287.44383027905
6764,220387.69404686464
7720,172287.03583740527
4809,207245.54154330931
8877,333712.8395760482
7817,188888.8996288809
10614,123522.01064666563
5553,267160.0611966362
16488,139888.03782248197
11002,187886.9181260412
13592,274434.9214175921
15050,210913.83976986448
13553,233468.06091150187
9041,204342.85755827095
5461,421215.08376740303
16274,381247.06801379746
2138,119947.54778952511
6245,169883.7669403717
8245,198893.35524793577
6491,210678.57344649849
13218,192458.67588808353
13101,127465.65742705448
10462,147208.86935201153
4079,202401.24966237883
1506,390699.0583275282
14107,128333.39272784139
12215,274431.67288909963
11576,235477.4945841903
10567,227894.15616502665
12713,210869.84534161806
1468,386017.5490050693
2549,242345.61053323286
4172,195689.6903131957
12380,188533.3174061144
3513,116085.0465082217
8165,249026.04997090602
1127,210850.0530251192
14601,378088.62601198757
15526,277926.66613661515
986,235390.13068719683
14968,224286.8251194647
9348,206337.3476882601
6317,258024.75774454276
7497,96541.86349085403
5079,330608.70773164637
528,177823.11573432275
10964,166569.49549930173
5812,344652.497648374
11022,225241.17464192217
16251,161104.6720026135
5863,118729.75571438864
8664,224734.5119825973
5396,207386.70160147612
6917,248739.39444741234
12776,128360.11240896105
473,228735.42127318698
13333,222340.9802825078
13023,187297.98532162403
7357,218096.9910631545
10955,381674.10087872355
11914,350903.5039412941
12535,198274.6120903006
11205,181149.9917752411
13209,189939.5233935925
16119,262225.66797743295
2174,205055.98904956796
4834,209141.63886073764
10151,177902.87448469768
5584,205376.69340510268
6672,210825.7857495234
12858,331032.31901116454
5106,170907.85993749875
8884,196089.73088165023
13766,190748.96455743405
12556,144023.48398729262
12910,210851.0609451695
6258,127825.93194420809
7100,195313.0499946133
1793,171487.14793097405
3335,178907.8172529883
12835,184211.86600548003
10591,176806.42192617265
15707,214461.3688928417
16389,160209.04207906965
7440,348665.8017306192
6293,193806.7807314682
3937,193945.2630184145
16527,188262.86707657133
5102,232727.25360279653
10734,367629.46794039686
7986,170915.91324219445
6495,108364.0996861667
9571,218518.52211807456
5131,223660.90740253698
10761,346131.0147744406
143,375022.897553747
13829,179499.62080745754
13662,210019.56892690208
1771,157840.77933846737
5448,210597.78067257462
8594,177048.07161034385
12038,252388.6984997069
16471,164288.13501109605
16764,150951.1639111568
1282,196123.1947473706
15101,246874.2834304701
9473,158243.47664603332
2324,423044.52534310316
14448,205302.26488489428
6000,90244.65600355768
2077,131819.66462455274
12960,226942.39978191082
15837,201619.4745521381
8805,226207.00991326946
9987,226755.04790557656
1580,260861.27455840068
11089,127934.80613907537
10926,213536.04076547964
12773,367071.92959730525
6490,278367.054679906
10858,125934.28743758755
2831,158847.56937768628
16326,165538.06228782807
371,285582.0108562428
8852,205905.67292875887
6713,312429.02150902787
4230,197009.58030432626
3639,214345.86797394196
3642,198507.2335050764
5149,195500.05933035255
2861,217671.74335893834
13300,109531.36207142439
2807,336799.91100070276
5919,106391.69177396213
12716,380505.81213188305
4271,229567.10789310493
16055,247722.4335239708
3747,247973.87397842784
5857,221800.68170569386
6884,333676.60523771
16027,273795.2156878179
3512,343505.0876398443
5181,181536.30325558147
16732,242186.44742657233
1908,182806.68500388414
12082,177928.70761770246
7286,157038.73610158273
8216,161099.36919750186
6929,336144.3095224405
3950,278480.503581037
12479,173422.47035353308
877,136423.4347900977
1366,200933.65465834292
384,156098.39067313678
5767,217811.23024276405
6910,165751.0012449383
187,203016.68557806965
10164,330294.6485958943
8603,232871.98521115893
15834,193182.47429001186
3078,124511.85418067596
3479,246103.77241370588
6671,221250.88874341288
6078,188158.1345684762
16271,144371.1353516519
16191,170715.4918139531
11544,180929.161481515
7781,193416.35908525018
14918,337711.09758560674
6238,189235.5452263783
12989,216944.57089684193
11907,183858.82881899818
9696,149588.87423728567
14084,283073.76501626
3895,163673.14368239557
4367,188626.39016982532
8453,83339.09877799539
7638,318936.76160138607
8373,212917.55750054802
4674,173770.98714529767
15787,165892.3292288766
5903,239727.0612187187
13679,211721.07343432488
9018,424167.0747975547
15823,273575.61194515374
13289,145300.57996793886
9896,190938.68958133576
14436,194827.5807108097
5547,222544.63466516984
4048,364901.7636551289
16579,208965.59935369345
8550,209884.3606378263
9385,265525.92754972447
5242,176060.8952311871
31,209553.5887578489
6144,252235.14649609986
3990,208970.6758223605
2523,103145.47687279976
12608,245174.72937666718
7234,188074.95914177937
15264,207905.49159353485
9623,202193.48779522744
3161,339344.8517883651
7425,119596.34570309317
13021,325149.0177386918
4044,156740.3126876987
15411,242409.19092781504
979,266559.53183860955
5514,243565.14202069546
4817,170298.21466358702
2115,190304.2552638368
10571,241290.0835273076
8992,272615.67824847554
15546,178277.72945658595
11359,149159.04100133933
11972,183640.67849227757
12838,179224.68832383654
5948,126032.91670968919
422,246954.7501729855
4855,172019.96939249046
16197,119435.74906355685
8926,451704.3369419245
5703,163175.307610146
8848,205893.4795038434
7039,324642.68931665324
3806,148157.49212348548
15154,211899.2788384889
13132,193358.84733125786
7438,188019.99653802507
4398,279785.9087337362
2440,191296.39178738176
3751,171086.59806378954
1476,178063.08570231378
2264,266132.8170014965
16444,172865.18876588315
10704,185115.3174824541
4033,139566.49719053353
4508,125880.25001694642
16290,233485.75404225694
10387,199780.6653673583
5457,160011.2226331442
4910,270399.0406832926
7451,199318.71162579992
10732,161326.87281617595
8015,157755.72706961888
6148,177963.6680020817
5892,237446.85059971642
7825,213286.56257713435
6851,206048.16424909857
6633,207918.33214414597
2139,238652.55236408504
10213,317457.3299751826
2830,225523.5927263267
13907,129580.65737954692
15897,368643.77452157135
8311,180935.06560756688
14230,199406.80315187338
3878,208762.74518653768
13732,187495.9669697662
12110,178910.64734588988
10675,352142.1946249572
12946,136203.5880767285
16754,220059.45525692173
4394,253973.93960277943
16728,180923.72899206547
14378,329690.25048828614
9949,179177.57592135385
994,184429.87662035885
13258,159923.39569590255
5883,324196.5378399601
6933,349112.824768817
13193,224124.6788609176
13286,175576.22738970138
13407,387448.09574397496
7512,119992.97985533584
7221,202483.0287143905
14428,179429.55163996492
1740,198631.65320375882
3,159536.80342120232
12952,220490.89483153727
11537,139741.91902005137
2558,146414.52503840218
14081,272821.55992111133
3517,201647.52415711706
7149,225325.18358411713
15777,119964.31485648995
8995,219876.3320830867
826,399201.15110785246
509,256516.1297226637
14875,286660.07180137665
6591,170657.1256673427
11283,119704.18859003173
9897,240856.83104812016
14902,173989.45994322142
14291,186225.78044316403
3162,230242.84711888948
4206,190145.4747776827
11580,207032.59700817367
2007,242181.59713871198
14939,249045.22226570596
13572,238409.81887676954
10720,146105.70132588793
